proposal_id,text
P02830,"Support kitchen gardens and nutrition gardens for anganwadi-linked households in Shanti Nagar Panchayat. Students will help design small plots, choose crop mixes, and document yield and diet changes over one season."
P02831,"Facilitate an integrated pest management demonstration in a common crop grown around Ganga Khand. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02832,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Hariyali Dham. Data should be summarized for panchayat review meetings.
P02833,"Plan a WASH in schools improvement drive in Yamuna Kheda. Students will inspect toilets, handwashing facilities, and drinking water points, and co-create improvement ideas with teachers and children."
P02834,"Support a small social audit-style review of one scheme in Krishi Nagar. The project includes household verification, public sharing of findings, and documenting agreed corrective actions."
P02835,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Lakshmipur. Data should be summarized for panchayat review meetings.
P02836,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Neelgaon. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P02837,"Assist anganwadi strengthening in Chitrani Block by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
P02838,"Facilitate an integrated pest management demonstration in a common crop grown around Mahuli Panchayat. The project emphasizes non-chemical practices and farmer field schools, with simple monitoring charts."
P02839,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Tulsi Gram. Data should be summarized for panchayat review meetings.
P02840,Prototype simple sensor deployment and IoT logging for monitoring water tank levels or pump run-times in Mahuli Panchayat. Data should be summarized for panchayat review meetings.
P02841,"Support public health outreach on maternal and child health topics in Panchvati Kalan. The project involves home visits with ASHAs, IEC material preparation, and simple data summaries."
P02842,"Help document public building maintenance needs for schools, anganwadis, and health sub-centres in Rampur Gram Panchayat. Students will inspect basics like roofs, toilets, and electrical safety and share a concise report."
P02843,"Assist anganwadi strengthening in Bhavani Kheda by helping track child growth, supply gaps, and parental counseling sessions. Students will support simple malnutrition screening and referral documentation."
